File	Line	Term	Text
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352286.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352741.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352761.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352762.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352763.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352764.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352765.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0352766.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353161.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353181.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353182.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353183.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353184.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353185.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353186.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353631.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353651.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353652.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353653.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353654.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353655.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0353656.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355091.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355111.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355112.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355113.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355114.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355115.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355116.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355551.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355551.xml	8	TT	 <item id="8183" /> <!-- Circlet of Schuttgart -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355571.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355572.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355573.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355574.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355575.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\0355576.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000100.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000100.xml	11	Heavy	 <item id="152" /> <!-- Heavy Chisel -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000101.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000200.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000200.xml	13	TT	 <item id="412" /> <!-- Cotton Pants -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000200.xml	14	TT	 <item id="390" /> <!-- Cotton Shirt -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000200.xml	29	TT	 <item id="1122" /> <!-- Cotton Shoes -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000201.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000201.xml	8	TT	 <item id="1103" /> <!-- Cotton Stockings -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000201.xml	9	TT	 <item id="1100" /> <!-- Cotton Tunic -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000201.xml	28	TT	 <item id="1122" /> <!-- Cotton Shoes -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000300.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000301.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000301.xml	7	TT	 <item id="1095" /> <!-- Spellbook: Attack Aura -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000301.xml	9	TT	 <item id="1050" /> <!-- Spellbook: Battle Heal -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000301.xml	27	TT	 <item id="1671" /> <!-- Spellbook: Summon Silhouette -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3000400.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3004700.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006000.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006000.xml	22	Heavy	 <item id="166" /> <!-- Heavy Mace -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006001.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006100.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006100.xml	6	TT	 <item id="412" /> <!-- Cotton Pants -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006100.xml	7	TT	 <item id="390" /> <!-- Cotton Shirt -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006101.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006200.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006201.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006201.xml	7	TT	 <item id="1095" /> <!-- Spellbook: Attack Aura -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006201.xml	9	TT	 <item id="1050" /> <!-- Spellbook: Battle Heal -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006201.xml	27	TT	 <item id="1671" /> <!-- Spellbook: Summon Silhouette -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006201.xml	70	TT	 <item id="1522" /> <!-- Amulet: Chant of Battle -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006300.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3006301.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3007800.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008100.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008101.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008200.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008201.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008201.xml	7	TT	 <item id="1095" /> <!-- Spellbook: Attack Aura -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008201.xml	9	TT	 <item id="1050" /> <!-- Spellbook: Battle Heal -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008201.xml	27	TT	 <item id="1671" /> <!-- Spellbook: Summon Silhouette -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008201.xml	86	TT	 <item id="1522" /> <!-- Amulet: Chant of Battle -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008400.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008400.xml	22	Heavy	 <item id="166" /> <!-- Heavy Mace -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008400.xml	49	Heavy	 <item id="172" /> <!-- Heavy Bone Club -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008400.xml	59	Heavy	 <item id="5285" /> <!-- Heavy Sword -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008500.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008701.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008800.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008800.xml	6	TT	 <item id="412" /> <!-- Cotton Pants -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3008800.xml	7	TT	 <item id="390" /> <!-- Cotton Shirt -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009000.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009100.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009300.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009400.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009400.xml	7	TT	 <item id="1095" /> <!-- Spellbook: Attack Aura -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009400.xml	9	TT	 <item id="1050" /> <!-- Spellbook: Battle Heal -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009400.xml	27	TT	 <item id="1671" /> <!-- Spellbook: Summon Silhouette -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009400.xml	86	TT	 <item id="1522" /> <!-- Amulet: Chant of Battle -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3009401.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3013500.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3013500.xml	11	Heavy	 <item id="152" /> <!-- Heavy Chisel -->
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3013501.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3013600.xml	2	TT	<list xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="../xsd/buylist.xsd">
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\buylists\3013600.xml	13	TT	 <item id="412" /> <!-- Cotton Pants -->
